qid;sexp;query
135;(VALUE (70072ned (MSR A047041 (WHERE (DIM GC PV22)))));welke percentage van drenthe bestaat uit gras
135;(VALUE (70072ned (MSR A047041 (WHERE (DIM GC PV22)))));hoeveel gras is er in drenthe
136;(VALUE (70072ned (MSR T001455_3 (WHERE (DIM GC PV23)))));wat is de totale oppervlakte van overijssel
136;(VALUE (70072ned (MSR T001455_3 (WHERE (DIM GC PV23)))));hoe groot is overijssel
137;(VALUE (70072ned (MSR A029002 (WHERE (DIM TC 2006JJ00)))));hoeveel overig pluimvee was er in 2006
138;(VALUE (70072ned (MSR A047043 (WHERE (DIM GC PV20) (DIM TC 2021JJ00)))));hoeveel tijdelijk grasland was er in de provincie groningen in 2021
139;(VALUE (70072ned (MSR D000110_2 (WHERE (DIM TC 2010JJ00)))));wat was de totale demografische druk in 2010
140;(VALUE (70072ned (MSR 70300_1 (WHERE (DIM TC 2012JJ00) (DIM GC LD03)))));hoeveel 11 jarigen waren er in west nederland in 2012
140;(VALUE (70072ned (MSR 70300_1 (WHERE (DIM TC 2012JJ00) (DIM GC LD03)))));hoeveel tieners waren er in west-nederland in 2012
141;(VALUE (70072ned (MSR A045814_2 (WHERE (DIM TC 1996JJ00) (DIM GC PV20)))));hoeveel recreatieterrein was er in 1996 in de provincie groningen
142;(VALUE (70072ned (MSR 383105 (WHERE (DIM TC 2015JJ00)))));hoeveel communicatiebedrijven waren er in 2015
142;(VALUE (70072ned (MSR 383105 (WHERE (DIM TC 2015JJ00)))));hoeveel bedrijfsvestigingen in de vervoerssector waren er in 2015
142;(VALUE (70072ned (MSR 383105 (WHERE (DIM TC 2015JJ00)))));bedrijven vervoer 2015
143;(VALUE (70072ned (MSR T001455_3 (WHERE (DIM TC 1997JJ00)))));wat was de totale oppervlakte in 1997
144;(VALUE (70072ned (MSR A048262 (WHERE (DIM TC 2012JJ00)))));van hoeveel procent van de woningen in 2012 was de eigenaar onbekend
145;(VALUE (70072ned (MSR 70300_1 (WHERE (DIM GC LD04)))));hoeveel tieners zijn er in zuid-nederland
145;(VALUE (70072ned (MSR 70300_1 (WHERE (DIM GC LD04)))));hoeveel 13-jarigen zijn er in zuid nederland
146;(VALUE (70072ned (MSR A045814_3 (WHERE (DIM TC 2006JJ00) (DIM GC LD02)))));hoeveel recreatieterrein was er per inwoner in 2006 in oost-nederland
147;(VALUE (70072ned (MSR A045820_1 (WHERE (DIM TC 2006JJ00)))));hoeveel hectare landbouwgrond was er in 2006
148;(VALUE (70072ned (MSR 2012657_2 (WHERE (DIM TC 1999JJ00) (DIM GC PV28)))));aantal migranten met een niet westerese achtergrond in zuid holland in 1999
149;(VALUE (70072ned (MSR M000353 (WHERE (DIM TC 2016JJ00) (DIM GC PV22)))));hoeveel inwoners had de provincie drenthe in 2016
149;(VALUE (70072ned (MSR M000353 (WHERE (DIM TC 2016JJ00) (DIM GC PV22)))));hoeveel inwoners had drenthe in 2016
150;(VALUE (70072ned (MSR 70400_2 (WHERE (DIM TC 2008JJ00) (DIM GC NL01)))));hoeveel 10 tot 15 jarigen waren er in 2008 in Nederland
151;(VALUE (70072ned (MSR D000110_2 (WHERE (DIM TC 2011JJ00)))));wat was de totale demografische druk in 2011
152;(VALUE (70072ned (MSR T001491_2 (WHERE (DIM TC 2008JJ00)))));hoeveel wegdek lag er in nederland in 2008
152;(VALUE (70072ned (MSR T001491_2 (WHERE (DIM TC 2008JJ00)))));hoeveel wegen waren er in nederland in 2008
153;(VALUE (70072ned (MSR A025282 (WHERE (DIM TC 2017JJ00)))));hoeveel scholen voor speciaal onderwijs waren er in 2017
153;(VALUE (70072ned (MSR A025282 (WHERE (DIM TC 2017JJ00)))));hoeveel speciale scholen waren er in 2017
154;(VALUE (70072ned (MSR D000027 (WHERE (DIM TC 2012JJ00)))));wat was de afstand tot een huisartsenpost in 2012
154;(VALUE (70072ned (MSR D000027 (WHERE (DIM TC 2012JJ00)))));hoe ver was een huisartsenpost in 2012
155;(VALUE (70072ned (MSR A008187_1 (WHERE (DIM GC PV29)))));hoeveel overig niet westerse migranten wonen er in zeeland
155;(VALUE (70072ned (MSR A008187_1 (WHERE (DIM GC PV29)))));hoeveel overig niet-westerse migranten wonen er in de provincie zeeland
156;(VALUE (70072ned (MSR A045791_5 (WHERE (DIM GC PV20)))));hoeveel restaurants zijn er binnen een straal van 3 kilometer in groningen
156;(VALUE (70072ned (MSR A045791_5 (WHERE (DIM GC PV20)))));provincie groningen aantal restaurants binnen drie km
157;(VALUE (70072ned (MSR M000155 (WHERE (DIM GC PV26)))));hoeveel mensen hebben zich vanuit een andere gemeente gevestigd in de provincie utrecht
158;(VALUE (70072ned (MSR D003038 (WHERE (DIM TC 2020JJ00)))));wat was de waarde van woningen in 2020
158;(VALUE (70072ned (MSR D003038 (WHERE (DIM TC 2020JJ00)))));hoeveel waren woningen waard in 2020
159;(VALUE (70072ned (MSR M000353 (WHERE (DIM TC 1998JJ00)))));hoeveel inwoners waren er in 1998
159;(VALUE (70072ned (MSR M000353 (WHERE (DIM TC 1998JJ00)))));aantal inwoners 1998
159;(VALUE (70072ned (MSR M000353 (WHERE (DIM TC 1998JJ00)))));inwoners 1998
160;(VALUE (70072ned (MSR D000028 (WHERE (DIM TC 2012JJ00)))));afstand tot dokter 2012
160;(VALUE (70072ned (MSR D000028 (WHERE (DIM TC 2012JJ00)))));afstand tot een huisarts in 2012
160;(VALUE (70072ned (MSR D000028 (WHERE (DIM TC 2012JJ00)))));wat was de afstand tot een huisartsenpraktijk in 2012
160;(VALUE (70072ned (MSR D000028 (WHERE (DIM TC 2012JJ00)))));wat was d e afstand tot een dokter in 2012
161;(VALUE (70072ned (MSR M000315_2 (WHERE (DIM TC 2013JJ00)))));wat was het relatieve geboorteoverschot in 2013
161;(VALUE (70072ned (MSR M000315_2 (WHERE (DIM TC 2013JJ00)))));relatief geboorteoverschot 2013
162;(VALUE (70072ned (MSR 21700_1 (WHERE (DIM TC 2000JJ00)))));hoeveel 80 plusser waren er in 2000
162;(VALUE (70072ned (MSR 21700_1 (WHERE (DIM TC 2000JJ00)))));mensen van 80 of ouder in 2000
163;(VALUE (70072ned (MSR A025280 (WHERE (DIM GC PV25)))));hoeveel kinderen gaan naar de basisschool in gelderland
163;(VALUE (70072ned (MSR A025280 (WHERE (DIM GC PV25)))));aantal basisschoolscholieren in gelderland
163;(VALUE (70072ned (MSR A025280 (WHERE (DIM GC PV25)))));aantal leerlingen basisonderwijs gelderland
164;(VALUE (70072ned (MSR A025454 (WHERE (DIM GC PV29)))));hoeveel kilo gft afval was er in zeeland
164;(VALUE (70072ned (MSR A025454 (WHERE (DIM GC PV29)))));hoeveel kilogram gft-afval in zeeland
164;(VALUE (70072ned (MSR A025454 (WHERE (DIM GC PV29)))));hoeveel groente-
164;(VALUE (70072ned (MSR A025454 (WHERE (DIM GC PV29)))));fruit- en tuinafval in zeeland
165;(VALUE (70072ned (MSR M000315_1 (WHERE (DIM GC PV20) (DIM TC 2005JJ00)))));wat was het geboorteoverschot in groningen in 2005
165;(VALUE (70072ned (MSR M000315_1 (WHERE (DIM GC PV20) (DIM TC 2005JJ00)))));geboorteoverschot provincie groningen 2005
165;(VALUE (70072ned (MSR M000315_1 (WHERE (DIM GC PV20) (DIM TC 2005JJ00)))));geboorteoverschot groningen 2005
166;(VALUE (70072ned (MSR A047042 (WHERE (DIM TC 2022JJ00) (DIM GC PV24)))));grasland in flevoland 2022
166;(VALUE (70072ned (MSR A047042 (WHERE (DIM TC 2022JJ00) (DIM GC PV24)))));hoeveel gras is er in flevoland in 2022
166;(VALUE (70072ned (MSR A047042 (WHERE (DIM TC 2022JJ00) (DIM GC PV24)))));hoeveelheid natuurlijk gras flevoland 2022
167;(VALUE (70072ned (MSR M000330_1 (WHERE (DIM TC 2015JJ00) (DIM GC PV26)))));hoeveel particuliere auto's in utrecht in 2015
167;(VALUE (70072ned (MSR M000330_1 (WHERE (DIM TC 2015JJ00) (DIM GC PV26)))));aantal particulieren personenauto's in de provincie utrecht in 2015
168;(VALUE (70072ned (MSR 53715_2 (WHERE (DIM TC 2005JJ00) (DIM GC PV28)))));welk percentage van de inwoners van zuid holland was in 2005 tussen de 45 en 65 jaar
169;(VALUE (70072ned (MSR A018934_2 (WHERE (DIM TC 2010JJ00)))));welk percentage van inwoners heeft een bromfiets in 2010
175;(VALUE (70737ned (MSR M000134 (WHERE (DIM TC 2027JJ00)))));hoeveel overledenen zijn er in 2027
175;(VALUE (70737ned (MSR M000134 (WHERE (DIM TC 2027JJ00)))));hoeveel mensen gaan overlijden in 2027
194;(VALUE (80066ned (MSR M002465 (WHERE (DIM TC 2004X000)))));wat was het aandeel van innovatoren aan de onderzoekspopulatie tussen 2004 en 2006
196;(VALUE (81358ned (MSR M002401 (WHERE (DIM BedrijfstakkenBranchesSBI2008 317100) (DIM TC 2018JJ00) (DIM LandVanUiteindelijkeZeggenschapUCI L008723)))));hoeveel bedrijven in de papierindustrie waren er in roemenië in 2018
197;(VALUE (81358ned (MSR M001034 (WHERE (DIM TC 2017JJ00) (DIM BedrijfstakkenBranchesSBI2008 318600)))));wat was de productiewaarde binnen de grafische industrie in 2017
199;(VALUE (81358ned (MSR M002401 (WHERE (DIM BedrijfstakkenBranchesSBI2008 317100)))));hoeveel bedrijven zijn er in de papierindustrie
200;(VALUE (81358ned (MSR T001098_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 312200) (DIM LandVanUiteindelijkeZeggenschapUCI L008598)))));hoeveel mensen werken er in de tabaksindustrie in Estland
201;(VALUE (81358ned (MSR M002065 (WHERE (DIM BedrijfstakkenBranchesSBI2008 317100) (DIM TC 2018JJ00) (DIM LandVanUiteindelijkeZeggenschapUCI L008657)))));hoeveel kost het personeel in de papierindustrie in Letland in 2018
202;(VALUE (81358ned (MSR M002753_1 (WHERE (DIM LandVanUiteindelijkeZeggenschapUCI L008587) (DIM TC 2017JJ00)))));kosten aankoop van goederen in cyprus 2017
203;(VALUE (81358ned (MSR T001098_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 314000) (DIM TC 2014JJ00)))));aantal mensen werkzaam in de kledingindustrie in 2014
203;(VALUE (81358ned (MSR T001098_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 314000) (DIM TC 2014JJ00)))));werknemers kledingindustrie 2014
215;(VALUE (81431ned (MSR M001756 (WHERE (DIM TC 2014JJ00) (DIM KenmerkenBaanWerknemerBedrijf 2021209)))));inclusief jaarloon deeltijd 2014
215;(VALUE (81431ned (MSR M001756 (WHERE (DIM TC 2014JJ00) (DIM KenmerkenBaanWerknemerBedrijf 2021209)))));hoeveel was het inclusieve jaarloon van deeltijd werknemers in 2014
216;(VALUE (81431ned (MSR M001945 (WHERE (DIM BedrijfstakkenBranchesSBI2008 354200) (DIM TC 2019JJ00)))));wat is het uurloon in de handel sector in 2019
217;(VALUE (81431ned (MSR M001891 (WHERE (DIM TC 2013JJ00) (DIM BedrijfstakkenBranchesSBI2008 396300) (DIM KenmerkenBaanWerknemerBedrijf 4000)))));hoeveel uur werkten vrouwen in de financiële dienstverlening in 2013
218;(VALUE (81431ned (MSR M001778_2 (WHERE (DIM KenmerkenBaanWerknemerBedrijf 2021240)))));wat is het maandloon van een voltijd werknemer
218;(VALUE (81431ned (MSR M001778_2 (WHERE (DIM KenmerkenBaanWerknemerBedrijf 2021240)))));loon voltijd werknemer
219;(VALUE (81431ned (MSR M001756 (WHERE (DIM TC 2014JJ00) (DIM BedrijfstakkenBranchesSBI2008 402000) (DIM KenmerkenBaanWerknemerBedrijf 70700)))));hoeveel mensen van 30 jaar werkten er in verhuur en handel van huizen in 2014
220;(VALUE (81431ned (MSR M001756 (WHERE (DIM TC 2013JJ00)))));hoeveel was het jaarloon inclusief beloning in 2013
227;(VALUE (81431ned (MSR M001890 (WHERE (DIM KenmerkenBaanWerknemerBedrijf 2021240) (DIM TC 2016JJ00)))));hoeveel uur hebben fulltime werknemers gewerkt in 2016
228;(VALUE (81431ned (MSR M002480 (WHERE (DIM TC 2009JJ00) (DIM BedrijfstakkenBranchesSBI2008 391600)))));hoeveel banen zijn er in de branche informatie en communicatie in 2009
230;(VALUE (81431ned (MSR M001755 (WHERE (DIM KenmerkenBaanWerknemerBedrijf 53925)))));wat is het jaarloon van personeel tussen de 65 en 75 jaar oud
231;(VALUE (81431ned (MSR M002013 (WHERE (DIM TC 2015JJ00) (DIM KenmerkenBaanWerknemerBedrijf 53925)))));hoeveel uur werd er in 2019 gewerkt in de bouwnijverheid
232;(VALUE (81431ned (MSR M001889 (WHERE (DIM BedrijfstakkenBranchesSBI2008 350000) (DIM TC 2019JJ00)))));hoeveel uur is er in de bouwnijverheid gewerkt in 2019
237;(VALUE (81628NED (MSR M007205 (WHERE (DIM TC 2019JJ00)))));hoeveel studenten zijn afgestudeerd van de opleiding verplegkunde in 2019
238;(VALUE (81628NED (MSR M005535 (WHERE (DIM TC 2004JJ00)))));hoeveel geboortes waren er bij moeders ouder dan 35 in 2004
240;(VALUE (81628NED (MSR M007204 (WHERE (DIM TC 2019JJ00)))));aantal afgestudeerden studenten geneeskunde in 2019
240;(VALUE (81628NED (MSR M007204 (WHERE (DIM TC 2019JJ00)))));hoeveel studenten studeerden af van de opleidingen geneeskunde in 2019
244;(VALUE (81628NED (MSR D004009 (WHERE (DIM TC 2012JJ00)))));welk percentage van kinderen had ernstig overgewicht in 2012
248;(VALUE (81628NED (MSR D004009 (WHERE (DIM TC 2005JJ00)))));ernstig overgewicht tieners in 2005
251;(VALUE (81628NED (MSR M004829 (WHERE (DIM TC 2011JJ00)))));hoeveel mensen werkten er in de gezondheidszorg in 2011
256;(VALUE (81850NED (MSR M000761_2 (WHERE (DIM TC 1999JJ00)))));hoeveel is er per deelnemer besteed aan cursussen in 1999
257;(VALUE (81850NED (MSR M000767_1 (WHERE (DIM TC 2015JJ00)))));uren cursus per werknemer 2015
257;(VALUE (81850NED (MSR M000767_1 (WHERE (DIM TC 2015JJ00)))));hoeveel uren hebben werknemers besteed aan cursussen in 2015
258;(VALUE (81850NED (MSR M000767_1 (WHERE (DIM TC 1999JJ00)))));bestede uren aan cursussen per werknemer in 1999
259;(VALUE (81850NED (MSR D003605_2 (WHERE (DIM TC 1993JJ00)))));hoeveel bedrijven hebben opleidingen in 1993
260;(VALUE (81850NED (MSR T001038 (WHERE (DIM TC 2020JJ00)))));hoeveel werknemers hebben een cursus gevolgd in 2020
261;(VALUE (81850NED (MSR D000482 (WHERE (DIM TC 2010JJ00)))));hoeveel uur is besteed aan interne cursussen in 2010
262;(VALUE (81850NED (MSR M000761_3 (WHERE (DIM TC 2005JJ00)))));hoeveel is er besteed aan curcussen per deelnemer in 2005
271;(VALUE (81850NED (MSR T001038 (WHERE (DIM TC 1999JJ00)))));hoeveel procent van werknemers hebben een cursus gevolgd in 1999
276;(VALUE (82058NED (MSR D006210_12 (WHERE (DIM TC 2014MM05)))));hoeveel buitenlanders overnachtten in groepsaccomodaties in mei van 2014
276;(VALUE (82058NED (MSR D006210_12 (WHERE (DIM TC 2014MM05)))));aantal overnachtingen van buitenlanders in groepsaccomodaties in mei 2014
277;(VALUE (82058NED (MSR D006210_1 (WHERE (DIM TC 2017MM08)))));hoeveel mensen uit het buitenland verbleven een nacht in een accomodatie in augustus van 2017
297;(VALUE (82242NED (MSR M001327 (WHERE (DIM TC 1994MM03)))));hoeveel faillissementen zijn er in maart 1994 uitgesproken
320;(VALUE (82634NED (MSR D003207 (WHERE (DIM Persoonskenmerken 3000)))));hoeveel procent van de mannen is gelukkig
380;(VALUE (83249NED (MSR D000475 (WHERE (DIM TC 2019JJ00)))));welk percentage van bedrijven had breedband internet in 2019
381;(VALUE (83249NED (MSR M001215 (WHERE (DIM TC 2019JJ00)))));hoeveel bedrijven hebben vast breedbeeld in 2019
382;(VALUE (83249NED (MSR M000707 (WHERE (DIM TC 2016JJ00)))));hoeveel werknemers werktten met mobiel internet in 2016
383;(VALUE (83249NED (MSR M000640 (WHERE (DIM TC 2017JJ00)))));bedrijven met mobiel breedband in 2017
384;(VALUE (83249NED (MSR M000705 (WHERE (DIM TC 2012JJ00)))));mensen die werken met een computer in 2016
384;(VALUE (83249NED (MSR M000705 (WHERE (DIM TC 2012JJ00)))));hoeveel mensen werkten er op een computer voor hun baan in 2016
385;(VALUE (83249NED (MSR M000707 (WHERE (DIM TC 2016JJ00)))));werknemers mobiel internet in 2016
386;(VALUE (83249NED (MSR D000475 (WHERE (DIM TC 2003JJ00)))));bedrijven met breedband internet in 2003
387;(VALUE (83249NED (MSR M000776 (WHERE (DIM TC 2004JJ00)))));telewerkers in 2004
388;(VALUE (83249NED (MSR M000775 (WHERE (DIM TC 2019JJ00)))));percentage van bedrijven waar telewerk voorkomt in 2019
389;(VALUE (83249NED (MSR M000706 (WHERE (DIM TC 2005JJ00)))));werknemers die werken met internet in 2005
390;(VALUE (83249NED (MSR M001215 (WHERE (DIM TC 2004JJ00)))));bedrijven met vast breedband in 2004
391;(VALUE (83249NED (MSR M000707 (WHERE (DIM TC 2020JJ00)))));personeel dat werkt met mobiel internet in 2020
392;(VALUE (83249NED (MSR M000706 (WHERE (DIM TC 2018JJ00)))));werkende personen met internet in 2018
393;(VALUE (83249NED (MSR M000706 (WHERE (DIM TC 2021JJ00)))));personeel internet 2021
394;(VALUE (83249NED (MSR M000707 (WHERE (DIM TC 2010JJ00)))));hoeveel procent van werkzame personen werkte in 2010 met mobiel internet
395;(VALUE (83249NED (MSR M001251 (WHERE (DIM TC 2005JJ00)))));hoeveel procent van de bedrijven had internet in 2005
396;(VALUE (83249NED (MSR M000706 (WHERE (DIM TC 2003JJ00)))));percentage werknemers dat werkt met internet in 2003
397;(VALUE (83249NED (MSR D000475 (WHERE (DIM TC 2020JJ00)))));percentage bedrijven breedbandverbinding 2020
398;(VALUE (83249NED (MSR M001251 (WHERE (DIM TC 2013JJ00)))));hoeveel procent van de bedrijven had een internetverbinding in 2013
399;(VALUE (83249NED (MSR M000705 (WHERE (DIM TC 2016JJ00)))));hoeveel werknemers werkte met een computer in 2016
431;(VALUE (83555NED (MSR D003105 (WHERE (DIM HerkomstBestemming A028562)))));hoeveel afval wordt er hergebruikt
432;(VALUE (83555NED (MSR D003105 (WHERE (DIM HerkomstBestemming A028562) (DIM TC 2010JJ00)))));afval dat opnieuw wordt gebruikt in 2010
433;(VALUE (83555NED (MSR D003105 (WHERE (DIM TC 2004JJ00)))));hoeveel afval was er in 2004
433;(VALUE (83555NED (MSR D003105 (WHERE (DIM TC 2004JJ00)))));totaal afval 2004
434;(VALUE (83555NED (MSR D003105 (WHERE (DIM HerkomstBestemming A028564) (DIM TC 2000JJ00)))));afval dat wordt gestort en geloosd in 2000
435;(VALUE (83555NED (MSR D003105 (WHERE (DIM TC 1992JJ00) (DIM HerkomstBestemming A028561)))));hoeveel afval werd vervoerd om verwerkt te worden in 1992
436;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047004) (DIM Regiokenmerken A007402)))));wat is de toeristenbelasting voor gemeentes met 100000 tot 150000 inwoners
437;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047003) (DIM Regiokenmerken CR06)))));precariobelasting in corop zuidoost friesland
438;(VALUE (83616NED (MSR M001178_2 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047004) (DIM TC 2015JJ00) (DIM Regiokenmerken CR37)))));wat was de toeristenbelasting per inwoner in noord limburg in 2015
439;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken CR26) (DIM GemeentelijkeHeffingenVanaf2017 A047006)))));wat is de rioolheffing in agglomeratie 's gravenhage
439;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken CR26) (DIM GemeentelijkeHeffingenVanaf2017 A047006)))));wat is de rioolheffing in agglomeratie den haag
440;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2005JJ00) (DIM Regiokenmerken CR08)))));hoeveel kostte gemeentelijke heffingen bewoners van zuidoost drenthe in 2005
442;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2018JJ00) (DIM GemeentelijkeHeffingenVanaf2017 A047009) (DIM Regiokenmerken A007399)))));wat zijn de begraafplaatsrechten voor gemeentes met 50 tot 100 duizend inwoners in 2018
443;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2017JJ00)))));wat waren de gemeentelijke heffingen in 2017
444;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken A007398) (DIM GemeentelijkeHeffingenVanaf2017 A046999)))));wat is de totale onroerendezaakbelasting in gemeentes met 20 tot 50000 inwoners
445;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2007JJ00) (DIM Regiokenmerken A007403)))));gemeente heffingen 150-250000 inwoners 2007
446;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2023JJ00) (DIM Regiokenmerken CR19) (DIM GemeentelijkeHeffingenVanaf2017 A047004)))));wat is de toeristenbelasting in alkmaar en omgeving in 2023
447;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken CR01) (DIM TC 2012JJ00) (DIM GemeentelijkeHeffingenVanaf2017 A047004)))));wat was de toeristenbelasting in oost-groningen in 2012
448;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2005JJ00)))));hoeveel waren gemeentelijke heffingen in 2005
449;(VALUE (83616NED (MSR M001178_2 (WHERE (DIM Regiokenmerken CR01) (DIM TC 2013JJ00)))));gemeentelijke heffingen per inwoner in oost groningen 2013
450;(VALUE (83616NED (MSR M001178_2 (WHERE (DIM Regiokenmerken A007399)))));gemeentelijke heffingen 50 tot 100 duizend inwoners
451;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken CR27) (DIM TC 2010JJ00)))));wat waren de gemeentelijke heffingen in de corop delft en westland in 2010
451;(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken CR27) (DIM TC 2010JJ00)))));wat waren de gemeentelijke heffingen in delft en westland in 2010
452;(VALUE (83616NED (MSR M001178_2 (WHERE (DIM TC 2011JJ00) (DIM Regiokenmerken CR23)))));gemeentebelastingen per inwoner in groot-amsterdam 2011
453;(VALUE (83616NED (MSR M001178_2 (WHERE (DIM TC 2020JJ00) (DIM GemeentelijkeHeffingenVanaf2017 A047009) (DIM Regiokenmerken CR24)))));begraafplaatsrechten in gooi en vechtstreek in 2020
454;(VALUE (83616NED (MSR M001178_2 (WHERE (DIM TC 2006JJ00) (DIM GemeentelijkeHeffingenVanaf2017 A047003)))));precariobelasting in 2006
455;(VALUE (83616NED (MSR M001178_2 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047004) (DIM Regiokenmerken CR12)))));toeristenbelasting in twente
456;(VALUE (83643NED (MSR M001178_2 (WHERE (DIM TC 2014JJ00)))));gemeentelijke heffingen per inwoner in 2014
457;(VALUE (83643NED (MSR M001178_1 (WHERE (DIM GC GM0502)))));wat zijn de gemeentelijke heffingen in Capelle aan den IJssel
458;(VALUE (83643NED (MSR M001178_1 (WHERE (DIM TC 2014JJ00) (DIM GC GM0183) (DIM GemeentelijkeHeffingenVanaf2017 A046999)))));Wat was de onroerendezaakbelasting van Tubbergen in 2014
459;(VALUE (83643NED (MSR M001178_1 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047003) (DIM GC GM0995)))));wat is de precariobelasting in lelystad
460;(VALUE (83643NED (MSR M001178_2 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047004) (DIM GC GM0899)))));Wat is de toeristenbelasting in Brunssum
461;(VALUE (83643NED (MSR M001178_2 (WHERE (DIM TC 2010JJ00) (DIM GemeentelijkeHeffingenVanaf2017 A047006) (DIM GC GM0851)))));Hoeveel betaalt een inwoner van Steenbergen aan rioolheffing in 2010
462;(VALUE (83643NED (MSR M001178_1 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047003) (DIM GC GM0753)))));precariobelasting in Best
463;(VALUE (83643NED (MSR M001178_2 (WHERE (DIM TC 2012JJ00)))));wat waren de gemeentelijke heffingen in 2012 per inwoner
464;(VALUE (83643NED (MSR M001178_1 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047006)))));wat is de rioolheffing
465;(VALUE (83643NED (MSR M001178_2 (WHERE (DIM GC GM0715) (DIM TC 2022JJ00)))));gemeentebelasting per inwoner in terneuzen 2022
466;(VALUE (83643NED (MSR M001178_2 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047004)))));wat is de toeristenbelasting per inwoner
